departamento,municipio,zona_urbana_rural,tipo_de_vivienda,tenencia_de_la_vivienda,area_total_m2,habitaciones,banos,pisos,antiguedad_de_la_vivienda,calidad_de_construccion,parqueaderos,estrato,tamano_del_hogar,numero_de_ninos,numero_de_adultos_mayores,genero_del_jefe_del_hogar,edad_del_jefe_del_hogar,nivel_educativo_del_jefe_del_hogar,situacion_laboral_del_jefe_del_hogar,distancia_al_centro_de_la_ciudad_km,indice_de_seguridad_del_barrio,acceso_a_transporte_publico,acceso_a_internet,acceso_a_agua_potable,acceso_a_gas,indice_de_pobreza,acceso_a_credito,ahorros_del_hogar,ingreso_del_hogar,valor_de_mercado_de_la_vivienda
Caldas,Bogotá,Urban,Farm,Rented,94.70559126340319,5,2,1,11,Medium,1,1,7,4,2,Female,54,University,Formal,3.836148249732698,62.60220731624771,Yes,Yes,Yes,Yes,0.3599942068781486,No,4432678.58378677,2879974.895728235,83.01092902054826
Caldas,Cartagena,Rural,Farm,Family,138.3404861420654,1,3,1,7,Medium,1,2,4,3,1,Male,51,Secondary,Formal,3.0455849276048568,72.38832512583491,Yes,Yes,No,Yes,0.3663079988756089,Yes,5790383.286478121,3875304.630087519,149.82742962034825
Caldas,Bucaramanga,Rural,Farm,Owned,108.9219752608057,5,3,2,69,Medium,2,4,6,3,2,Male,20,University,Formal,3.3525643015179494,82.89400902048284,No,Yes,Yes,Yes,0.3834057942752913,Yes,1029866.5460750902,11617451.139776578,104.67469994390561
Atlántico,Bogotá,Urban,House,Family,190.35350416927346,3,1,1,0,Low,1,5,3,0,0,Female,49,University,Formal,5.5555534428072795,77.33268247671631,Yes,Yes,Yes,Yes,0.09621185208188521,Yes,323074.7496131264,11745615.025354045,207.90093852424852
Cundinamarca,Cali,Urban,House,Rented,129.11831220319723,1,3,3,24,Medium,2,3,6,2,0,Female,32,University,Unemployed,7.590902971173291,31.672128767937068,Yes,Yes,Yes,Yes,0.033161088475495475,No,3912843.4995252546,1992087.0375688937,111.8177581903299
Valle del Cauca,Pereira,Urban,Farm,Rented,51.86254539034651,5,1,1,44,Medium,1,3,7,3,1,Female,62,Primary,Informal,17.579905588906954,99.22710851050697,Yes,Yes,Yes,No,0.17970683659920864,No,904338.8110112174,2811985.7685707947,77.66258003870968
Cundinamarca,Cartagena,Urban,Farm,Family,170.15354322393247,2,2,3,46,Medium,1,1,3,4,2,Male,68,Primary,Formal,5.414051082963206,84.2407733280655,Yes,Yes,Yes,Yes,0.3757402362573718,Yes,196630.61692672447,2564110.147742812,154.33432473603858
Risaralda,Cali,Rural,Farm,Family,85.74460541517277,1,2,3,10,Medium,0,1,6,0,2,Male,71,Secondary,Informal,2.9018393600981347,73.48027809171093,Yes,Yes,Yes,Yes,0.5134002620420355,Yes,1594776.0797690495,1774652.029475726,91.89780624871716
Antioquia,Cali,Urban,Apartment,Family,94.07884192021476,1,1,2,61,Medium,1,4,2,3,2,Female,31,Secondary,Formal,5.494202241802883,65.77529903580415,No,Yes,Yes,Yes,0.19199859273007203,Yes,445255.5666486343,7650873.629888871,118.49844095858343
Caldas,Bucaramanga,Urban,House,Family,71.7032194975219,5,1,2,35,Low,1,3,2,0,0,Female,55,Secondary,Formal,16.567534875241208,99.71994405683252,Yes,No,Yes,Yes,0.46340533254537714,No,1701374.1890292033,6443328.979573097,104.66808471142701
Cundinamarca,Cali,Rural,Apartment,Owned,19.51210735171738,5,1,2,39,Medium,0,3,7,1,2,Female,75,Secondary,Informal,4.3903148942269095,56.17256555592845,Yes,Yes,Yes,Yes,0.3968463052908144,No,924565.4904032823,4315603.303768164,56.018083726237286
Risaralda,Barranquilla,Urban,House,Family,95.30602492818565,1,1,3,4,Low,0,4,1,3,1,Male,54,Secondary,Formal,10.63558717120926,80.55686262847937,Yes,Yes,Yes,Yes,0.333133142002237,No,1408601.936231118,8365526.676670038,106.61992059571119
Antioquia,Barranquilla,Urban,House,Owned,116.46995002436913,4,1,2,56,Low,1,3,5,2,2,Female,78,Secondary,Formal,0.3260022264597705,92.90937921890765,Yes,Yes,Yes,Yes,0.09288782200829253,Yes,3570197.967624982,4776304.038670219,145.18377230248134
Antioquia,Bucaramanga,Rural,Farm,Rented,238.8141300496736,4,1,3,15,High,0,2,7,0,2,Male,69,Primary,Formal,13.242454991370703,37.27266430083057,Yes,Yes,Yes,Yes,0.5123413746885894,Yes,2265402.7836409104,4314077.881710267,228.07521795674222
Caldas,Bogotá,Rural,Farm,Owned,98.9418151807114,3,1,2,10,Medium,1,6,3,2,2,Male,73,Secondary,Informal,6.48232695391351,76.27752212122732,Yes,Yes,Yes,Yes,0.06867503667197832,No,303806.5791914421,6794321.56404204,196.63258872125127
Valle del Cauca,Medellín,Rural,Apartment,Family,96.50493120897487,1,2,2,53,Low,1,1,6,0,1,Male,60,University,Informal,3.9698347576052653,85.15195674963026,Yes,Yes,Yes,Yes,0.405062003580771,No,1420066.260185357,2021817.9588098514,62.13937001979439
Bolívar,Bogotá,Urban,Apartment,Owned,105.66350714355168,4,1,3,31,Medium,1,2,2,2,1,Male,43,Secondary,Formal,13.60696667182198,59.42740910908053,Yes,No,Yes,Yes,0.4305991977942379,No,5375029.477043792,3352165.962193639,74.0956357480496
Atlántico,Bogotá,Urban,Farm,Rented,103.08116120283779,2,1,2,49,Medium,0,3,4,4,2,Female,20,University,Informal,18.63203591685751,79.48160401309022,Yes,Yes,Yes,Yes,0.5482745305505757,Yes,1619109.8194167495,6988663.63161471,137.36157728233368
Cundinamarca,Bogotá,Urban,Farm,Family,98.674801827639,1,2,1,61,Medium,0,1,4,4,0,Male,40,University,Informal,6.230085057301478,39.0338387050848,Yes,No,Yes,No,0.2513126706171576,No,1570180.3329139727,1817366.8746866097,77.86974319729481
Antioquia,Bogotá,Urban,House,Rented,112.63537992864408,4,2,1,6,Medium,1,2,4,4,0,Female,34,Postgraduate,Unemployed,14.331508323887832,40.5305273876159,Yes,Yes,Yes,Yes,0.4702861838301309,No,1040335.6081059978,2075229.7192237678,103.54638919150503
Cundinamarca,Cartagena,Rural,House,Rented,72.26083397775427,5,1,1,59,Medium,0,3,6,3,2,Male,52,Secondary,Formal,10.172463664193977,80.04597314722952,No,Yes,Yes,Yes,0.5787134397609635,No,5061965.447776041,6833033.30097872,53.16527808269274
Bolívar,Medellín,Urban,Farm,Family,93.95791182364219,2,1,1,38,Medium,2,2,4,1,0,Male,79,Primary,Formal,16.655627603521165,36.44455961769297,Yes,Yes,Yes,Yes,0.33848045037896735,No,6411125.822906957,3649044.771663126,80.92051660620174
Atlántico,Cartagena,Urban,House,Owned,281.255329651334,3,3,3,50,High,0,1,3,2,2,Male,69,Primary,Formal,0.5469874454190709,46.020213330485774,Yes,No,Yes,Yes,0.3997770612671371,Yes,1143309.1289959697,1669623.1234712375,195.2279574455621
Bolívar,Cali,Urban,Apartment,Rented,200.81140469736275,4,1,2,6,Medium,0,3,2,3,0,Female,77,Secondary,Informal,2.0137221901053097,47.137707526681965,Yes,Yes,Yes,Yes,0.10235818844941136,Yes,1496725.1081028392,2913685.838211239,201.01450762462298
Atlántico,Pereira,Urban,House,Family,32.49646770758664,5,3,1,38,High,0,4,5,1,2,Male,34,Secondary,Formal,10.59043285698256,69.82089378017939,Yes,Yes,Yes,Yes,0.20349087782554254,No,2459427.308365098,6948036.74752068,115.30735780314218
Santander,Bogotá,Urban,Farm,Rented,262.2710861905988,2,3,3,35,Low,2,4,2,1,0,Female,34,University,Formal,13.53634848108928,81.17866411845651,Yes,No,Yes,Yes,0.1806190887779637,Yes,1675932.945899261,10909141.852833534,207.91307217544613
Atlántico,Pereira,Urban,House,Owned,247.62064897132797,2,2,3,11,Low,1,3,2,1,2,Female,32,Primary,Informal,3.9788598587531414,80.46135143855541,Yes,Yes,Yes,Yes,0.3685501549197113,Yes,4054716.828361254,3502908.444640158,216.16752361724315
Caldas,Barranquilla,Urban,Farm,Rented,182.3516031468738,3,3,2,52,High,1,4,2,3,0,Male,69,Postgraduate,Formal,8.225283948504226,96.64760033732671,No,Yes,Yes,Yes,0.5502894436869753,No,1186880.0363664702,20639663.467801735,167.11837266834257
Valle del Cauca,Bucaramanga,Urban,House,Rented,66.54548151011825,5,1,1,60,High,2,1,7,4,1,Male,50,Secondary,Formal,5.346598316547412,45.336741073153874,No,Yes,Yes,Yes,0.38017545165260375,Yes,1526418.445678091,1307112.5435904497,39.4236739441305
Bolívar,Bucaramanga,Rural,Apartment,Rented,44.52130441799473,4,3,1,22,High,0,4,1,4,2,Male,36,University,Formal,14.649464839138025,73.54502861622808,No,Yes,Yes,Yes,0.5167308312771327,Yes,854174.2422662599,13084670.81604049,86.61018634966534
Antioquia,Cartagena,Urban,Apartment,Rented,189.50470508695201,1,2,3,22,Medium,0,1,6,0,1,Male,24,University,Informal,7.129186748318579,42.65758581546132,Yes,Yes,Yes,Yes,0.2647667523821704,No,493788.1974505262,1981599.3165560258,161.69206917943515
Caldas,Cartagena,Urban,Farm,Owned,57.64212921797535,2,3,3,28,High,0,4,2,1,1,Male,20,Secondary,Informal,6.612235155113641,93.26024104238195,Yes,Yes,Yes,Yes,0.13194856245587028,Yes,314703.2718053245,4943239.543966797,106.32645343579006
Santander,Barranquilla,Urban,Farm,Family,86.11735861916607,4,3,1,49,Low,2,1,4,4,2,Male,59,Primary,Formal,23.99172099845135,98.2890105816936,Yes,Yes,Yes,Yes,0.15964328893208102,Yes,232842.95140740665,804517.6902979562,75.41839546047122
Valle del Cauca,Bogotá,Rural,Farm,Rented,96.75462573584764,1,3,2,23,Medium,0,4,1,3,1,Female,44,University,Formal,16.545249758036455,35.72960765194537,Yes,No,Yes,Yes,0.22616520117917543,No,4077167.6233386723,11803168.808756541,127.89402878902378
Cundinamarca,Pereira,Urban,House,Owned,48.83125397947545,4,3,3,21,High,2,5,6,2,1,Female,26,Secondary,Unemployed,11.48997671040477,89.54095956408364,Yes,Yes,Yes,Yes,0.400593874885424,Yes,600320.5794151955,3612647.3574674637,175.71621062228502
Caldas,Manizales,Urban,House,Rented,146.4268108259237,4,3,3,11,Low,0,4,2,4,1,Male,69,University,Informal,28.735292055588566,62.633670521101664,Yes,Yes,Yes,Yes,0.25144773870125414,Yes,4534028.184406847,7139018.230983317,171.07756546648474
Bolívar,Pereira,Urban,House,Rented,77.57285091471249,2,3,2,64,Low,1,2,3,2,1,Male,45,Primary,Formal,18.06171384037602,80.08440795864718,Yes,No,Yes,Yes,0.28418478112553963,Yes,1558713.1730500076,2526844.1761126835,85.5371929831276
Risaralda,Medellín,Urban,Apartment,Rented,8.393368767638751,2,3,2,29,Medium,0,6,3,3,1,Female,59,Postgraduate,Informal,4.4237187850484725,81.75470050382427,Yes,Yes,Yes,Yes,0.20938256121041424,No,1105071.9908081414,15709774.323470403,74.09559034536704
Risaralda,Cali,Urban,Farm,Owned,69.65432980816799,4,2,3,35,Medium,2,3,3,1,2,Female,55,University,Formal,7.432549026981787,61.322419221673286,Yes,No,Yes,Yes,0.6078793771945211,No,1412934.175843652,10467508.930971453,116.28347604165114
Antioquia,Bucaramanga,Urban,House,Rented,41.60607114671529,4,1,3,41,Medium,1,2,4,2,2,Male,43,University,Formal,8.918395868788794,69.88974856283903,No,Yes,Yes,Yes,0.014864439860121672,No,693282.3749897488,4109026.3450009516,4.4237424772500376
Atlántico,Cali,Urban,Apartment,Rented,86.59079116449674,3,2,1,23,High,1,3,7,2,0,Male,63,Secondary,Formal,23.106646508915407,40.50782235467847,Yes,Yes,Yes,Yes,0.07813531001338578,Yes,1244217.3655695212,4923158.340621471,71.5672726825788
Antioquia,Medellín,Rural,Farm,Family,291.3907092904549,1,3,3,38,Low,1,2,7,3,1,Male,34,Secondary,Informal,6.3692843293762,98.60315915604417,Yes,Yes,Yes,No,0.24096216922628672,Yes,3101765.8153692186,2397245.6693882113,209.7843680843985
Risaralda,Cartagena,Urban,Apartment,Owned,156.15871461674658,5,3,3,37,Medium,2,1,3,1,1,Female,52,Secondary,Formal,0.639777813279425,96.9236754996408,Yes,No,Yes,Yes,0.14964385673080646,Yes,3244071.2473042645,1699289.8708547372,132.61596254496715
Cundinamarca,Pereira,Urban,Farm,Family,160.71791021088407,5,2,3,31,Low,0,1,4,4,2,Male,64,University,Formal,0.6343816812285594,99.1661186089306,Yes,Yes,Yes,Yes,0.25057119122858634,No,973944.78502759,3515611.1336481757,109.51178979781753
Santander,Bucaramanga,Urban,House,Family,90.91884662927153,3,3,1,57,Medium,0,1,1,4,0,Male,46,Postgraduate,Informal,6.567971170803386,74.20307113847502,No,No,Yes,Yes,0.030325598982507283,No,3391410.8587651923,2084742.9734984778,67.15173408629677
Santander,Cali,Urban,Apartment,Family,104.12082642879528,4,2,2,53,Medium,2,1,6,1,1,Male,66,University,Unemployed,8.855715201013307,92.3514755130446,No,Yes,Yes,Yes,0.09855467871564885,No,1431331.5717080722,737811.7875426994,97.20022339315572
Bolívar,Manizales,Urban,Apartment,Family,77.16030850988528,4,3,2,31,High,0,5,4,1,1,Female,30,Secondary,Formal,5.445694640904206,55.09501517679687,Yes,Yes,Yes,Yes,0.3621451016855985,Yes,2734409.452397218,9852818.435233427,148.36717162670038
Santander,Cartagena,Urban,Apartment,Rented,31.40909672468962,3,3,2,9,High,2,2,5,3,0,Male,59,University,Formal,29.27225564843117,39.38110181241735,Yes,Yes,No,Yes,0.24858480654094167,Yes,4487907.755817153,5408725.650880484,54.695374733817985
Bolívar,Medellín,Urban,Farm,Family,41.53113266395646,5,1,3,56,Medium,0,1,5,4,2,Female,30,Secondary,Informal,6.627510619790283,38.87797713128309,Yes,Yes,Yes,Yes,0.042773634702120464,Yes,3316358.5174589963,1895718.539964129,-28.303964403087775
Caldas,Manizales,Urban,Farm,Owned,29.241221085621056,2,3,3,29,Medium,1,2,1,4,1,Female,69,Secondary,Formal,5.913456717971538,77.96374608054185,Yes,Yes,Yes,Yes,0.07478770148216562,Yes,2325387.8783918065,2230132.755266529,43.12278898369123
Bolívar,Cali,Urban,Apartment,Rented,60.02104781424192,2,1,2,52,Low,1,6,5,0,0,Female,28,University,Formal,7.447834673156307,99.45760938011426,Yes,No,Yes,Yes,0.4811321894081373,No,2430984.26098042,20191112.07073642,138.9677555476492
Caldas,Manizales,Urban,Farm,Family,98.4066805429315,4,1,1,47,Medium,2,4,7,2,1,Male,24,Primary,Informal,25.911770735153283,49.305779088635234,Yes,Yes,Yes,Yes,0.3992258096409312,No,2265780.5172937782,4796419.01142954,96.02433306363167
Bolívar,Pereira,Urban,Apartment,Family,86.86833852158773,1,2,3,42,Medium,2,3,2,0,0,Female,65,Secondary,Formal,5.111385302262374,70.7962148269392,Yes,Yes,Yes,Yes,0.40381043544833256,Yes,970391.1717810114,6702373.626493338,83.39186369862938
Risaralda,Bogotá,Urban,House,Owned,135.72164712626204,5,1,1,0,Medium,2,1,7,3,0,Male,45,Primary,Unemployed,12.531535591551577,86.51054625680027,No,Yes,Yes,Yes,0.5931465210639996,Yes,1303479.443809349,1609378.9182237885,116.02607469931854
Risaralda,Manizales,Urban,Apartment,Owned,138.86901469630425,1,2,1,38,High,1,2,3,0,2,Male,75,Postgraduate,Formal,11.081820576341258,47.401289402503764,Yes,Yes,Yes,Yes,0.3793607476510381,No,1775788.4783934406,8680679.388922455,160.28580453430843
Atlántico,Cartagena,Urban,Apartment,Family,63.71754103416695,4,2,3,11,Medium,0,3,4,1,1,Female,74,Postgraduate,Formal,15.567629447476907,69.39563970836628,Yes,No,Yes,Yes,0.1637125928420036,Yes,2420647.2076250752,10734363.76835563,70.56079546698604
Caldas,Medellín,Urban,Farm,Family,159.06821089694034,5,1,2,49,High,2,5,2,2,2,Female,54,Postgraduate,Formal,8.561220688110438,37.1326304817698,Yes,Yes,Yes,Yes,0.4283210059892862,Yes,776729.2435601962,23367332.8370717,164.2690691900043
Valle del Cauca,Cali,Rural,Farm,Family,65.40267114661947,2,2,1,8,High,2,2,3,2,2,Female,77,University,Formal,4.627783065062586,79.26052882111988,Yes,Yes,Yes,Yes,0.278320776343779,Yes,602164.9933045806,6246185.888294424,65.72857490772034
Caldas,Pereira,Rural,Farm,Family,227.91442816137064,2,1,2,48,Low,1,3,5,3,2,Female,73,Postgraduate,Formal,1.5931019677392433,67.62759783441459,Yes,Yes,Yes,Yes,0.08809807851848814,Yes,3832033.2526615732,10551731.892375138,178.3751903489006
Bolívar,Bogotá,Rural,House,Family,93.25614382252567,1,3,3,3,High,1,3,1,3,0,Male,69,Primary,Formal,5.514642051314333,35.419724006699965,Yes,Yes,Yes,Yes,0.11415548090990935,Yes,1263419.679616852,3630261.9081534157,106.9432451789803
Bolívar,Bogotá,Rural,House,Owned,118.46433701649457,5,2,1,23,Low,2,6,4,2,1,Female,34,Primary,Formal,0.9087964379680689,83.6436959250318,Yes,Yes,No,Yes,0.21657726467343608,No,1530102.41272797,8216301.770854225,133.2445220414194
Valle del Cauca,Medellín,Urban,House,Owned,84.97163086263497,4,1,3,67,Low,1,2,3,3,2,Female,48,University,Formal,6.271203523830142,69.79650496971976,Yes,Yes,Yes,Yes,0.6301677169678311,Yes,1558441.1288118735,7686457.539907919,49.97109948364632
Antioquia,Barranquilla,Urban,Farm,Rented,39.36128436252494,3,1,3,59,Medium,1,5,2,2,1,Female,41,Primary,Informal,14.0456290720671,85.22232372202023,Yes,Yes,Yes,Yes,0.7040080624722077,No,934482.7815456691,7525034.429812573,117.7144903101875
Bolívar,Pereira,Urban,Apartment,Rented,35.576716256412325,3,1,1,27,Medium,0,2,5,2,1,Female,57,Primary,Informal,5.5442355878984495,69.32768560449676,No,Yes,Yes,Yes,0.013676101679678,Yes,5029849.940182266,1032462.9731909969,12.962162574001205
Atlántico,Pereira,Urban,Apartment,Owned,195.46513071824643,3,1,1,51,Medium,0,4,3,4,0,Female,73,Secondary,Formal,10.375178265332385,71.9803129424026,Yes,No,Yes,Yes,0.14724574899505932,Yes,1836221.058066852,6559752.166447753,203.39300615086415
Santander,Bucaramanga,Rural,Apartment,Rented,136.12100494227838,4,3,2,19,Low,2,2,1,1,2,Female,24,Postgraduate,Formal,24.632731037339717,42.14299441846977,Yes,Yes,Yes,Yes,0.4671572613122702,Yes,927161.8522717323,9729567.158841973,97.37629521591455
Santander,Medellín,Urban,Farm,Family,62.0458449448032,3,2,1,62,Low,1,3,2,2,1,Male,58,Postgraduate,Informal,15.115706129816214,46.58995001194143,Yes,Yes,Yes,Yes,0.5372989333832436,Yes,2016813.315354829,9433258.00996085,100.25584266042648
Cundinamarca,Bogotá,Urban,Farm,Rented,155.33472958431503,1,1,3,29,High,0,2,4,0,0,Female,46,Secondary,Informal,3.787067190481494,89.84318815707374,Yes,Yes,Yes,Yes,0.26535980625972705,Yes,1973053.8570765348,2187402.24360119,161.39360501554202
Cundinamarca,Bogotá,Urban,House,Family,103.68449504995715,2,2,2,66,Medium,0,2,1,2,0,Female,32,University,Unemployed,29.96412087198355,74.06982162866784,Yes,Yes,Yes,Yes,0.05282808085864061,No,3141779.0444932203,791571.5181102059,111.82232793548062
Santander,Manizales,Rural,Farm,Family,75.61879710748181,3,1,3,18,Low,2,3,6,4,0,Male,28,Secondary,Formal,3.25654433863692,47.59413881696484,Yes,No,Yes,Yes,0.12237251108119623,No,1908769.8141347696,4818103.202499432,79.81401523324621
Santander,Medellín,Rural,Apartment,Rented,191.27364216912466,2,2,2,20,Medium,1,3,1,2,0,Male,71,Secondary,Formal,13.81774080501502,75.21065596005235,Yes,Yes,Yes,Yes,0.2865704278950763,Yes,1431262.5024763213,6340596.377636025,153.65647927808374
Risaralda,Barranquilla,Urban,House,Rented,83.60891019583659,1,1,3,39,Medium,1,2,4,2,2,Male,45,Postgraduate,Informal,5.410830546050988,89.11005878497593,Yes,Yes,Yes,Yes,0.07722986770405264,No,738402.67637821,4270634.531290613,95.1296936851802
Atlántico,Bucaramanga,Rural,House,Family,189.0693291817623,5,1,2,20,Medium,2,4,5,4,2,Male,52,University,Formal,9.39940022999523,33.508475815559585,Yes,Yes,Yes,Yes,0.1407124405346821,Yes,518323.8286435451,10469862.677735308,160.00271776261238
Valle del Cauca,Cali,Urban,Farm,Owned,124.06447857495657,5,3,1,54,Medium,2,4,1,1,1,Female,36,Primary,Formal,16.00250229179244,59.85313189098348,Yes,Yes,Yes,Yes,0.09478990236211718,Yes,867096.1366374869,3726129.6944934246,135.58509064487004
Cundinamarca,Medellín,Urban,House,Rented,115.51646371144922,4,2,3,32,Low,0,2,7,3,1,Male,51,Primary,Formal,4.800354478337173,88.26189977689677,Yes,Yes,Yes,Yes,0.3264092831201694,No,1969110.5297505804,2901492.8746498516,98.49149715085099
Risaralda,Bucaramanga,Urban,House,Rented,16.449066365927706,2,1,3,37,Medium,0,4,3,4,2,Male,48,University,Formal,7.70143414436167,68.96188565982149,Yes,Yes,Yes,Yes,0.3743695327788132,Yes,1322615.8994581902,12899587.269930875,52.08979004707796
Risaralda,Pereira,Urban,Farm,Owned,155.5811086046308,4,1,2,8,Low,2,1,7,3,0,Male,45,Secondary,Formal,4.399696382829944,53.764968072502796,No,Yes,Yes,Yes,0.3212778092423554,Yes,968253.0749763193,3222829.837036293,85.0236988592782
Valle del Cauca,Bucaramanga,Urban,House,Rented,126.37819922497009,3,3,1,49,Medium,2,3,1,3,1,Female,31,Secondary,Informal,13.374229509307812,98.14217047601777,Yes,Yes,Yes,Yes,0.10562081108629702,Yes,1146806.356709474,2007619.9866437784,105.44910476765992
Risaralda,Manizales,Urban,Apartment,Family,5.21743661253278,4,3,1,31,Medium,2,3,6,0,0,Male,71,University,Informal,10.6217777679778,49.75859291206039,Yes,Yes,Yes,Yes,0.35995434083052447,No,2249860.7658570874,5547044.921276795,96.03397902479506
Caldas,Cartagena,Rural,Farm,Owned,46.14150211993235,1,3,2,40,Low,1,3,2,2,2,Male,50,University,Unemployed,5.783194463742997,68.14490281877619,Yes,No,Yes,Yes,0.311247640263917,No,3933491.8676541005,2391861.5345756267,125.6396876300008
Atlántico,Bogotá,Urban,Apartment,Owned,101.18582860592866,4,3,1,22,Low,1,3,7,3,2,Male,77,Postgraduate,Formal,2.374521814598851,97.90121091889048,Yes,No,Yes,Yes,0.3314581699939089,No,5423274.072870406,13727379.600729711,124.90352515548392
Santander,Manizales,Urban,Apartment,Family,73.26224633842018,3,3,1,41,Low,0,4,7,3,1,Female,71,University,Informal,11.132053339377295,61.278837995085425,Yes,Yes,Yes,Yes,0.2514650080588462,Yes,1688293.2738470747,7187496.20520067,83.5253439978652
Bolívar,Cali,Urban,Apartment,Family,140.63651619798057,3,2,2,15,Medium,0,1,5,3,0,Female,41,Secondary,Formal,7.839865130065906,90.50903350523569,Yes,Yes,Yes,Yes,0.15402293182940205,Yes,643278.3763691728,1928576.426798266,66.61352796753798
Valle del Cauca,Medellín,Urban,Apartment,Family,149.85554490132415,1,1,3,20,Low,2,1,4,0,2,Male,45,Secondary,Formal,1.3239047007529474,56.76860971147175,Yes,Yes,Yes,Yes,0.3284798828300915,Yes,2469813.3983574198,1957555.8862806282,94.33232825004335
Santander,Manizales,Urban,House,Owned,93.65306724014974,2,2,2,62,Medium,2,1,1,4,2,Male,52,Secondary,Formal,7.35414900927556,41.02326615966977,Yes,Yes,Yes,Yes,0.35502836154025796,Yes,262086.421805646,1549619.2542512673,64.1874976189319
Santander,Bogotá,Urban,House,Family,86.41759350966599,5,3,2,69,Low,2,1,6,3,0,Male,35,Secondary,Formal,2.6026560395238367,50.28546733316837,Yes,Yes,Yes,No,0.1364564908148334,Yes,1834434.411359223,1745769.0937687065,96.02502698527785
Antioquia,Cartagena,Urban,Farm,Rented,51.19965148515016,1,1,2,13,Medium,0,6,7,1,0,Male,27,University,Formal,8.224997108269765,48.78239906287409,Yes,Yes,Yes,Yes,0.06791392969243044,Yes,758289.8474899716,15104015.77736099,142.4001190631604
Caldas,Manizales,Urban,Farm,Rented,118.27113663293362,5,2,1,46,High,0,2,5,0,1,Male,35,Secondary,Formal,10.584214581263353,96.07106239525238,No,Yes,Yes,Yes,0.401958300374923,Yes,2440513.119755995,3904350.1605707677,52.088490958255896
Valle del Cauca,Cartagena,Urban,Apartment,Family,72.79846163848691,1,3,3,41,Medium,0,3,5,1,2,Female,49,Secondary,Formal,7.703164709569057,73.30121715466785,Yes,Yes,Yes,Yes,0.2432383865113639,Yes,1157324.7729288612,5947055.375744213,102.27658939975295
Risaralda,Manizales,Urban,Apartment,Rented,16.76454180380783,1,2,1,27,Low,2,6,1,4,0,Female,78,University,Formal,2.4903857839152463,66.13737811666186,Yes,Yes,Yes,No,0.21893945429801853,Yes,981987.346535019,16806824.39347325,93.07082983621567
Bolívar,Bogotá,Rural,Farm,Rented,46.410357979004566,4,2,1,68,Low,0,3,3,1,0,Male,30,Secondary,Formal,8.708549909859508,38.25892675308703,Yes,Yes,Yes,Yes,0.4918643096413678,No,3119671.655473689,7377304.5246015405,67.65185093455449
Valle del Cauca,Barranquilla,Urban,Farm,Owned,53.17122628820808,4,3,1,25,Medium,0,1,5,2,0,Male,67,Secondary,Informal,9.222668542418793,47.485375955026576,Yes,Yes,Yes,No,0.26308355435264164,Yes,448093.6525750398,857697.6036363011,66.07418964794871
Risaralda,Bucaramanga,Urban,Farm,Family,106.82275060496312,4,1,3,51,Low,1,4,2,1,1,Male,62,Secondary,Formal,2.8846296133959015,46.73943241740517,Yes,Yes,Yes,Yes,0.2453846611997016,No,771667.7449186546,7084155.769126812,165.03930693145918
Santander,Medellín,Urban,Farm,Rented,101.43783533951043,1,3,2,55,Medium,1,3,3,1,2,Male,65,Secondary,Informal,4.592741239463887,55.515450621193736,Yes,Yes,Yes,Yes,0.020964057171048347,Yes,588717.1706715097,2937687.3772089607,76.95854145859478
Bolívar,Medellín,Urban,Apartment,Family,75.96374034415462,4,3,2,7,Medium,2,6,2,1,2,Male,35,University,Unemployed,11.441393917394798,62.72576593440849,Yes,Yes,Yes,Yes,0.218236429806034,Yes,352505.587026546,4567258.443917303,159.1636524089878
Risaralda,Medellín,Urban,Farm,Family,221.71656568058617,1,2,3,2,Medium,1,4,3,0,1,Female,42,Secondary,Formal,13.233198065934813,39.969169530931154,Yes,No,Yes,Yes,0.426052653868494,No,643747.753613156,8206481.5364830345,184.25716415771203
Atlántico,Bogotá,Rural,House,Rented,179.2283613478396,4,1,2,65,Medium,0,6,5,4,0,Female,21,Primary,Informal,0.9138650436645361,71.71202246941661,Yes,Yes,Yes,Yes,0.49553506882292503,Yes,2547435.4277486047,7872656.541215256,200.17573584011544
Risaralda,Pereira,Urban,Apartment,Rented,146.7083714281002,5,3,3,0,High,0,5,5,2,0,Male,33,Primary,Informal,10.084645808855385,51.45514138235555,Yes,Yes,Yes,Yes,0.3283445727557094,No,2732072.601450118,5270819.649033811,164.04726752962452
Antioquia,Barranquilla,Urban,House,Owned,96.08003155650265,2,1,1,0,Medium,1,1,2,4,0,Female,34,Primary,Formal,0.7899030699709544,70.75589060772282,Yes,Yes,Yes,Yes,0.3796566743809405,Yes,1846430.4872617952,1534080.587591213,122.17965293945363
Caldas,Cali,Urban,Farm,Owned,131.91164491004457,4,2,2,41,Medium,1,4,1,1,0,Female,43,Primary,Formal,10.024795360944585,71.82477418630131,Yes,No,Yes,Yes,0.10507423230426335,Yes,3884439.2652738686,5499566.727961642,153.66580977006635
Santander,Cartagena,Urban,House,Owned,61.33346314778733,3,3,3,49,Low,1,2,3,1,0,Female,55,Primary,Formal,8.540555349141709,32.45693393811135,No,Yes,Yes,Yes,0.5500491287534759,Yes,1528315.9886310655,2911590.5300776213,82.65018621517962
